Measured Current,current
-9.95458080E-02,-27295
-8.95597570E-02,-24595
-7.95656860E-02,-21858
-6.95771260E-02,-19117
-5.95735470E-02,-16371
-4.95765460E-02,-13626
-3.95966880E-02,-10887
-2.96003580E-02,-8143
-1.95976250E-02,-5396
-9.59789780E-03,-2650
+4.12337900E-04,93
+1.04120110E-02,2846
+2.04007810E-02,5589
+3.03987210E-02,8333
+4.03886000E-02,11077
+5.03809940E-02,13820
+6.03595640E-02,16561
+7.03664220E-02,19309
+8.03565120E-02,22052
+9.03559400E-02,24791
+1.00294420E-01,27486
