 3482.617 
 3276.34946917745 
 3277.02164995827 
-18.0657275179361 
Error 2007
Error 2007
Error 2007
 3.05704664884859E-04 
 3.05694925528763E-04 
 2.35473650414812E-03 
 3.05686350010725E-04 
 3.05678910692867E-04 
-5.12837135958026E-04 
 3.64451200880864E-03 
 1.83645772935083E-04 
 8.88704504077795E-06 
 4.59456134495023E-07 
Error 2007
Error 2007
Error 2007
Error 2007
 3.6496484420232E-03 
 1.83873652913577E-04 
 8.90237019080345E-06 
 4.60091418186667E-07 
Error 2007
Error 2007
Error 2007
Error 2007
 2.17128820497942E-02 
 1.42321639505559E-03 
 3.23857999475208E-05 
 1.62251081976621E-06 
Error 2007
Error 2007
Error 2007
Error 2007
 49.9608525625621 
 983.928263989348 
 20324.5076088241 
 393111.911491186 
Error 2007
Error 2007
Error 2007
Error 2007
 49.9506250291082 
 983.796129021278 
 20311.0937327299 
 392994.249980237 
Error 2007
Error 2007
Error 2007
Error 2007
-17.9840320147868 
-11.9828956667213 
-11.2101864147486 
-8.48936700532477 
Error 2007
Error 2007
Error 2007
Error 2007
