Measured Current,current
-0.2456E-3,-27567
-0.2210E-3,-24862
-0.1964E-3,-22100
-1.7175E-4,-19334
-1.4718E-4,-16564
-1.2256E-4,-13794
-0.9794E-4,-11026
-0.7334E-4,-8260
-0.4870E-4,-5491
-0.2407E-4,-2723
+0.5999E-6,54
+0.2523E-4,2822
+0.4980E-4,5591
+0.7447E-4,8370
+0.9906E-4,11140
+1.2369E-4,13916
+1.4829E-4,16685
+1.7295E-4,19460
+1.9754E-4,22228
+0.2219E-3,24991
+0.2466E-3,27691
