Measured Current,current
-1.2700E-5,-27582
-1.1429E-5,-24877
-1.0156E-5,-22116
-0.8884E-5,-19350
-0.7612E-5,-16580
-0.6340E-5,-13810
-0.5068E-5,-11041
-0.3796E-5,-8275
-0.2524E-5,-5506
-1.2501E-6,-2738
+0.2391E-7,39
+1.2978E-6,2807
+0.2564E-5,5576
+0.3840E-5,8355
+0.5110E-5,11126
+0.6383E-5,13901
+0.7654E-5,16670
+0.8928E-5,19447
+1.0198E-5,22213
+1.1472E-5,24977
+1.2742E-5,27677
