Measured Current,current
-9.97254760E-02,-27376
-8.97280190E-02,-24669
-7.97290470E-02,-21928
-6.97392750E-02,-19183
-5.97322160E-02,-16433
-4.97442510E-02,-13688
-3.97601060E-02,-10943
-2.97693310E-02,-8197
-1.97732190E-02,-5450
-9.79876900E-03,-2707
+1.99063200E-04,39
+1.01853900E-02,2782
+2.01609320E-02,5521
+3.01586690E-02,8267
+4.01412160E-02,11008
+5.01510090E-02,13757
+6.01272740E-02,16497
+7.01371470E-02,19247
+8.01242230E-02,21988
+9.01331840E-02,24731
+1.00109970E-01,27427
