Measured Current,current
-0.2457E-3,-27624
-0.2211E-3,-24905
-0.1965E-3,-22141
-1.7183E-4,-19372
-1.4724E-4,-16597
-1.2264E-4,-13827
-0.9806E-4,-11057
-0.7345E-4,-8286
-0.4884E-4,-5514
-0.2427E-4,-2747
+0.3507E-6,24
+0.2493E-4,2792
+0.4950E-4,5555
+0.7412E-4,8325
+0.9871E-4,11091
+1.2335E-4,13864
+1.4792E-4,16629
+1.7258E-4,19403
+1.9717E-4,22169
+0.2216E-3,24934
+0.2462E-3,27643
